year,round,Team,Driver,Compound
2020,14,Red Bull Racing,ALB,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,Red Bull Racing,VER,"['WET', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,Renault,OCO,"['WET', 'WET', 'INTERMEDIATE']"
2020,14,Renault,RIC,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,Williams,LAT,"['INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,Williams,RUS,"['INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,15,Alfa Romeo Racing,GIO,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT']"
2020,15,Alfa Romeo Racing,RAI,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']"
2020,15,AlphaTauri,GAS,"['MEDIUM', 'HARD', 'HARD']"
2020,15,AlphaTauri,KVY,"['MEDIUM', 'SOFT', 'HARD', 'HARD']"
2020,15,Ferrari,LEC,"['HARD', 'MEDIUM', 'HARD', 'HARD']"
2020,15,Ferrari,VET,"['MEDIUM', 'HARD', 'MEDIUM', 'HARD']"
2020,15,Haas F1 Team,GRO,['HARD']
2020,15,Haas F1 Team,MAG,"['MEDIUM', 'HARD', 'HARD', 'HARD', 'SOFT']"
2020,15,McLaren,NOR,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2020,15,McLaren,SAI,"['SOFT', 'SOFT', 'MEDIUM', 'HARD']"
2020,15,Mercedes,BOT,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM', 'MEDIUM']"
2020,15,Mercedes,HAM,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2020,15,Racing Point,PER,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']"
2020,15,Racing Point,STR,"['MEDIUM', 'MEDIUM']"
2020,15,Red Bull Racing,ALB,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM', 'HARD']"
2020,15,Red Bull Racing,VER,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD', 'MEDIUM']"
2020,15,Renault,OCO,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2020,15,Renault,RIC,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD', 'UNKNOWN']"
2020,15,Williams,LAT,"['HARD', 'MEDIUM', 'MEDIUM', 'HARD']"
2020,15,Williams,RUS,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']"
2020,16,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD', 'MEDIUM']"
2020,16,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']"
2020,16,AlphaTauri,GAS,"['SOFT', 'MEDIUM', 'HARD']"
2020,16,AlphaTauri,KVY,"['SOFT', 'MEDIUM', 'HARD']"
2020,16,Ferrari,LEC,['SOFT']
2020,16,Ferrari,VET,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']"
2020,16,Haas F1 Team,FIT,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']"
2020,16,Haas F1 Team,MAG,"['SOFT', 'MEDIUM', 'SOFT']"
2020,16,McLaren,NOR,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,16,McLaren,SAI,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,16,Mercedes,BOT,"['MEDIUM', 'HARD', 'HARD']"
2020,16,Mercedes,RUS,"['MEDIUM', 'HARD', 'MEDIUM', 'MEDIUM', 'SOFT']"
2020,16,Racing Point,PER,"['SOFT', 'MEDIUM', 'HARD', 'UNKNOWN']"
2020,16,Racing Point,STR,"['SOFT', 'MEDIUM']"
2020,16,Red Bull Racing,ALB,"['MEDIUM', 'HARD', 'SOFT']"
2020,16,Red Bull Racing,VER,['SOFT']
2020,16,Renault,OCO,"['MEDIUM', 'HARD']"
2020,16,Renault,RIC,"['SOFT', 'MEDIUM', 'HARD']"
2020,16,Williams,AIT,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']"
2020,16,Williams,LAT,"['SOFT', 'MEDIUM']"
2020,17,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD']"
2020,17,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'MEDIUM']"
2020,17,AlphaTauri,GAS,"['SOFT', 'HARD']"
2020,17,AlphaTauri,KVY,"['SOFT', 'HARD']"
2020,17,Ferrari,LEC,"['MEDIUM', 'HARD']"
2020,17,Ferrari,VET,"['HARD', 'MEDIUM']"
2020,17,Haas F1 Team,FIT,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']"
2020,17,Haas F1 Team,MAG,"['HARD', 'MEDIUM', 'MEDIUM']"
2020,17,McLaren,NOR,"['SOFT', 'HARD']"
2020,17,McLaren,SAI,"['MEDIUM', 'HARD']"
2020,17,Mercedes,BOT,"['MEDIUM', 'HARD']"
2020,17,Mercedes,HAM,"['MEDIUM', 'HARD']"
2020,17,Racing Point,PER,['HARD']
2020,17,Racing Point,STR,"['SOFT', 'HARD']"
2020,17,Red Bull Racing,ALB,"['SOFT', 'HARD']"
2020,17,Red Bull Racing,VER,"['MEDIUM', 'HARD']"
2020,17,Renault,OCO,"['MEDIUM', 'HARD']"
2020,17,Renault,RIC,"['HARD', 'MEDIUM']"
2020,17,Williams,LAT,"['MEDIUM', 'HARD', 'MEDIUM']"
2020,17,Williams,RUS,"['MEDIUM', 'HARD']"
2021,1,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,1,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,1,AlphaTauri,GAS,"['MEDIUM', 'HARD', 'MEDIUM', 'HARD']"
2021,1,AlphaTauri,TSU,"['MEDIUM', 'HARD', 'HARD']"
2021,1,Alpine,ALO,"['SOFT', 'MEDIUM', 'HARD']"
2021,1,Alpine,OCO,"['SOFT', 'MEDIUM', 'HARD']"
2021,1,Aston Martin,STR,"['SOFT', 'MEDIUM', 'HARD', 'UNKNOWN']"
2021,1,Aston Martin,VET,"['MEDIUM', 'HARD']"
2021,1,Ferrari,LEC,"['SOFT', 'MEDIUM', 'HARD']"
2021,1,Ferrari,SAI,"['SOFT', 'MEDIUM', 'HARD']"
2021,1,Haas F1 Team,MAZ,['MEDIUM']
2021,1,Haas F1 Team,MSC,"['MEDIUM', 'MEDIUM', 'HARD']"
2021,1,McLaren,NOR,"['SOFT', 'MEDIUM', 'HARD']"
2021,1,McLaren,RIC,"['SOFT', 'MEDIUM', 'HARD']"
2021,1,Mercedes,BOT,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']"
2021,1,Mercedes,HAM,"['MEDIUM', 'HARD', 'HARD']"
2021,1,Red Bull Racing,PER,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']"
2021,1,Red Bull Racing,VER,"['MEDIUM', 'MEDIUM', 'HARD']"
2021,1,Williams,LAT,"['SOFT', 'MEDIUM', 'MEDIUM']"
2021,1,Williams,RUS,"['SOFT', 'MEDIUM', 'MEDIUM']"
2021,2,Alfa Romeo Racing,GIO,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'UNKNOWN', 'MEDIUM']"
2021,2,Alfa Romeo Racing,RAI,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'UNKNOWN']"
2021,2,AlphaTauri,GAS,"['WET', 'INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM']"
2021,2,AlphaTauri,TSU,"['INTERMEDIATE', 'MEDIUM', 'SOFT', 'SOFT']"
2021,2,Alpine,ALO,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM']"
2021,2,Alpine,OCO,"['WET', 'INTERMEDIATE', 'MEDIUM', 'SOFT', 'MEDIUM', 'MEDIUM']"
2021,2,Aston Martin,STR,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'UNKNOWN']"
2021,2,Aston Martin,VET,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'SOFT', 'SOFT', 'UNKNOWN']"
2021,2,Ferrari,LEC,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM']"
2021,2,Ferrari,SAI,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM']"
2021,2,Haas F1 Team,MAZ,"['WET', 'INTERMEDIATE', 'SOFT', 'MEDIUM', 'MEDIUM', 'UNKNOWN']"
2021,2,Haas F1 Team,MSC,"['WET', 'INTERMEDIATE', 'SOFT', 'MEDIUM', 'MEDIUM', 'UNKNOWN']"
2021,2,McLaren,NOR,"['INTERMEDIATE', 'MEDIUM', 'SOFT']"
2021,2,McLaren,RIC,"['INTERMEDIATE', 'MEDIUM', 'SOFT']"
2021,2,Mercedes,BOT,"['INTERMEDIATE', 'MEDIUM']"
2021,2,Mercedes,HAM,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM']"
2021,2,Red Bull Racing,PER,"['INTERMEDIATE', 'MEDIUM', 'SOFT']"
2021,2,Red Bull Racing,VER,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM']"
2021,2,Williams,LAT,['INTERMEDIATE']
2021,2,Williams,RUS,"['INTERMEDIATE', 'MEDIUM']"
2021,3,Alfa Romeo Racing,GIO,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,3,Alfa Romeo Racing,RAI,['SOFT']
2021,3,AlphaTauri,GAS,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM']"
2021,3,AlphaTauri,TSU,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,3,Alpine,ALO,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,3,Alpine,OCO,"['SOFT', 'SOFT', 'SOFT', 'HARD']"
2021,3,Aston Martin,STR,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM']"
2021,3,Aston Martin,VET,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM']"
2021,3,Ferrari,LEC,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,3,Ferrari,SAI,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM']"
2021,3,Haas F1 Team,MAZ,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD', 'SOFT']"
2021,3,Haas F1 Team,MSC,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,3,McLaren,NOR,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM']"
2021,3,McLaren,RIC,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,3,Mercedes,BOT,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD', 'SOFT']"
2021,3,Mercedes,HAM,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,3,Red Bull Racing,PER,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'SOFT']"
2021,3,Red Bull Racing,VER,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD', 'SOFT']"
2021,3,Williams,LAT,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,3,Williams,RUS,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,4,Alfa Romeo Racing,GIO,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Alfa Romeo Racing,RAI,"['MEDIUM', 'SOFT']"
2021,4,AlphaTauri,GAS,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,AlphaTauri,TSU,['SOFT']
2021,4,Alpine,ALO,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Alpine,OCO,"['SOFT', 'MEDIUM']"
2021,4,Aston Martin,STR,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Aston Martin,VET,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Ferrari,LEC,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Ferrari,SAI,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Haas F1 Team,MAZ,"['SOFT', 'MEDIUM', 'MEDIUM']"
2021,4,Haas F1 Team,MSC,"['SOFT', 'MEDIUM', 'MEDIUM']"
2021,4,McLaren,NOR,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,McLaren,RIC,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Mercedes,BOT,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Mercedes,HAM,"['SOFT', 'MEDIUM', 'MEDIUM']"
2021,4,Red Bull Racing,PER,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Red Bull Racing,VER,"['SOFT', 'MEDIUM', 'SOFT']"
2021,4,Williams,LAT,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']"
2021,4,Williams,RUS,"['SOFT', 'MEDIUM', 'MEDIUM']"
2021,5,Alfa Romeo Racing,GIO,"['SOFT', 'HARD']"
2021,5,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD']"
2021,5,AlphaTauri,GAS,"['SOFT', 'HARD']"
2021,5,AlphaTauri,TSU,"['HARD', 'SOFT']"
2021,5,Alpine,ALO,"['MEDIUM', 'SOFT']"
2021,5,Alpine,OCO,"['SOFT', 'MEDIUM']"
2021,5,Aston Martin,STR,"['HARD', 'SOFT']"
2021,5,Aston Martin,VET,"['SOFT', 'HARD']"
2021,5,Ferrari,LEC,['SOFT']
2021,5,Ferrari,SAI,"['SOFT', 'HARD']"
2021,5,Haas F1 Team,MAZ,"['SOFT', 'HARD']"
2021,5,Haas F1 Team,MSC,"['SOFT', 'HARD']"
2021,5,McLaren,NOR,"['SOFT', 'HARD']"
2021,5,McLaren,RIC,"['MEDIUM', 'HARD']"
2021,5,Mercedes,BOT,['SOFT']
2021,5,Mercedes,HAM,"['SOFT', 'HARD', 'SOFT']"
2021,5,Red Bull Racing,PER,"['SOFT', 'HARD']"
2021,5,Red Bull Racing,VER,"['SOFT', 'HARD', 'SOFT']"
2021,5,Williams,LAT,"['MEDIUM', 'HARD']"
2021,5,Williams,RUS,"['MEDIUM', 'HARD']"
2021,6,Alfa Romeo Racing,GIO,"['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']"
2021,6,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'HARD', 'SOFT']"
2021,6,AlphaTauri,GAS,"['SOFT', 'HARD', 'HARD', 'SOFT']"
2021,6,AlphaTauri,TSU,"['SOFT', 'HARD', 'HARD', 'SOFT']"
2021,6,Alpine,ALO,"['SOFT', 'HARD', 'SOFT', 'SOFT', 'SOFT']"
2021,6,Alpine,OCO,['SOFT']
2021,6,Aston Martin,STR,['HARD']
2021,6,Aston Martin,VET,"['SOFT', 'HARD', 'HARD', 'SOFT']"
2021,6,Ferrari,LEC,"['SOFT', 'HARD', 'SOFT', 'UNKNOWN', 'SOFT']"
2021,6,Ferrari,SAI,"['SOFT', 'HARD', 'UNKNOWN', 'SOFT']"
2021,6,Haas F1 Team,MAZ,"['SOFT', 'HARD', 'SOFT', 'SOFT', 'SOFT', 'SOFT', 'SOFT']"
2021,6,Haas F1 Team,MSC,"['SOFT', 'HARD', 'SOFT', 'SOFT', 'SOFT', 'SOFT']"
2021,6,McLaren,NOR,"['SOFT', 'HARD', 'HARD', 'SOFT']"
2021,6,McLaren,RIC,"['SOFT', 'HARD', 'HARD', 'SOFT']"
2021,6,Mercedes,BOT,"['SOFT', 'HARD', 'SOFT', 'SOFT']"
2021,6,Mercedes,HAM,"['SOFT', 'HARD', 'HARD', 'SOFT']"
2021,6,Red Bull Racing,PER,"['SOFT', 'HARD', 'SOFT', 'SOFT']"
2021,6,Red Bull Racing,VER,"['SOFT', 'HARD']"
2021,6,Williams,LAT,"['MEDIUM', 'HARD', 'SOFT']"
2021,6,Williams,RUS,"['MEDIUM', 'HARD', 'HARD', 'SOFT']"
2021,7,Alfa Romeo Racing,GIO,"['HARD', 'MEDIUM']"
2021,7,Alfa Romeo Racing,RAI,"['HARD', 'MEDIUM']"
2021,7,AlphaTauri,GAS,"['MEDIUM', 'HARD']"
2021,7,AlphaTauri,TSU,"['MEDIUM', 'HARD']"
2021,7,Alpine,ALO,"['MEDIUM', 'HARD']"
2021,7,Alpine,OCO,"['HARD', 'MEDIUM']"
2021,7,Aston Martin,STR,"['HARD', 'MEDIUM']"
2021,7,Aston Martin,VET,"['HARD', 'MEDIUM']"
2021,7,Ferrari,LEC,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,7,Ferrari,SAI,"['MEDIUM', 'HARD']"
2021,7,Haas F1 Team,MAZ,"['HARD', 'MEDIUM']"
2021,7,Haas F1 Team,MSC,"['MEDIUM', 'HARD']"
2021,7,McLaren,NOR,"['MEDIUM', 'HARD']"
2021,7,McLaren,RIC,"['MEDIUM', 'HARD']"
2021,7,Mercedes,BOT,"['MEDIUM', 'HARD']"
2021,7,Mercedes,HAM,"['MEDIUM', 'HARD']"
2021,7,Red Bull Racing,PER,"['MEDIUM', 'HARD']"
2021,7,Red Bull Racing,VER,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,7,Williams,LAT,"['MEDIUM', 'HARD']"
2021,7,Williams,RUS,"['MEDIUM', 'HARD']"
2021,8,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD']"
2021,8,Alfa Romeo Racing,RAI,"['HARD', 'MEDIUM']"
2021,8,AlphaTauri,GAS,['SOFT']
2021,8,AlphaTauri,TSU,"['SOFT', 'HARD']"
2021,8,Alpine,ALO,"['SOFT', 'HARD']"
2021,8,Alpine,OCO,"['MEDIUM', 'HARD']"
2021,8,Aston Martin,STR,"['SOFT', 'HARD']"
2021,8,Aston Martin,VET,"['MEDIUM', 'HARD']"
2021,8,Ferrari,LEC,"['SOFT', 'HARD', 'MEDIUM', 'MEDIUM']"
2021,8,Ferrari,SAI,"['MEDIUM', 'HARD']"
2021,8,Haas F1 Team,MAZ,"['MEDIUM', 'HARD']"
2021,8,Haas F1 Team,MSC,"['MEDIUM', 'HARD']"
2021,8,McLaren,NOR,"['SOFT', 'HARD']"
2021,8,McLaren,RIC,"['MEDIUM', 'HARD']"
2021,8,Mercedes,BOT,"['MEDIUM', 'HARD']"
2021,8,Mercedes,HAM,"['MEDIUM', 'HARD', 'SOFT']"
2021,8,Red Bull Racing,PER,"['SOFT', 'HARD', 'MEDIUM']"
2021,8,Red Bull Racing,VER,"['MEDIUM', 'HARD']"
2021,8,Williams,LAT,"['MEDIUM', 'SOFT', 'HARD']"
2021,8,Williams,RUS,"['MEDIUM', 'HARD', 'HARD']"
2021,9,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD', 'HARD']"
2021,9,Alfa Romeo Racing,RAI,"['HARD', 'MEDIUM']"
2021,9,AlphaTauri,GAS,"['SOFT', 'HARD', 'HARD']"
2021,9,AlphaTauri,TSU,"['SOFT', 'HARD', 'HARD']"
2021,9,Alpine,ALO,"['MEDIUM', 'HARD']"
2021,9,Alpine,OCO,['MEDIUM']
2021,9,Aston Martin,STR,"['SOFT', 'HARD', 'HARD']"
2021,9,Aston Martin,VET,"['SOFT', 'HARD', 'HARD']"
2021,9,Ferrari,LEC,"['MEDIUM', 'HARD']"
2021,9,Ferrari,SAI,"['HARD', 'MEDIUM']"
2021,9,Haas F1 Team,MAZ,"['MEDIUM', 'HARD', 'HARD']"
2021,9,Haas F1 Team,MSC,"['MEDIUM', 'HARD']"
2021,9,McLaren,NOR,"['MEDIUM', 'HARD']"
2021,9,McLaren,RIC,"['MEDIUM', 'HARD']"
2021,9,Mercedes,BOT,"['MEDIUM', 'HARD']"
2021,9,Mercedes,HAM,"['MEDIUM', 'HARD', 'HARD']"
2021,9,Red Bull Racing,PER,"['MEDIUM', 'HARD']"
2021,9,Red Bull Racing,VER,"['MEDIUM', 'HARD', 'HARD']"
2021,9,Williams,LAT,"['MEDIUM', 'HARD']"
2021,9,Williams,RUS,"['MEDIUM', 'HARD']"
2021,11,Alfa Romeo Racing,GIO,"['MEDIUM', 'INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']"
2021,11,Alfa Romeo Racing,RAI,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'HARD', 'SOFT']"
2021,11,AlphaTauri,GAS,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD', 'SOFT']"
2021,11,AlphaTauri,TSU,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']"
2021,11,Alpine,ALO,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']"
2021,11,Alpine,OCO,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']"
2021,11,Aston Martin,STR,['INTERMEDIATE']
2021,11,Aston Martin,VET,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']"
2021,11,Ferrari,LEC,['INTERMEDIATE']
2021,11,Ferrari,SAI,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']"
2021,11,Haas F1 Team,MAZ,"['INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']"
2021,11,Haas F1 Team,MSC,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']"
2021,11,McLaren,NOR,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,11,McLaren,RIC,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']"
2021,11,Mercedes,BOT,['INTERMEDIATE']
2021,11,Mercedes,HAM,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD', 'MEDIUM']"
2021,11,Red Bull Racing,PER,['INTERMEDIATE']
2021,11,Red Bull Racing,VER,"['INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD', 'MEDIUM']"
2021,11,Williams,LAT,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']"
2021,11,Williams,RUS,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']"
2021,12,Alfa Romeo Racing,GIO,['WET']
2021,12,Alfa Romeo Racing,RAI,['WET']
2021,12,AlphaTauri,GAS,['WET']
2021,12,AlphaTauri,TSU,['WET']
2021,12,Alpine,ALO,['WET']
2021,12,Alpine,OCO,['WET']
2021,12,Aston Martin,STR,['WET']
2021,12,Aston Martin,VET,['WET']
2021,12,Ferrari,LEC,['WET']
2021,12,Ferrari,SAI,['WET']
2021,12,Haas F1 Team,MAZ,['WET']
2021,12,Haas F1 Team,MSC,['WET']
2021,12,McLaren,NOR,['WET']
2021,12,McLaren,RIC,['WET']
2021,12,Mercedes,BOT,['WET']
2021,12,Mercedes,HAM,['WET']
2021,12,Red Bull Racing,PER,['WET']
2021,12,Red Bull Racing,VER,['WET']
2021,12,Williams,LAT,['WET']
2021,12,Williams,RUS,['WET']
2021,13,Alfa Romeo Racing,GIO,"['SOFT', 'MEDIUM', 'HARD']"
2021,13,Alfa Romeo Racing,KUB,"['MEDIUM', 'HARD']"
2021,13,AlphaTauri,GAS,"['SOFT', 'MEDIUM']"
2021,13,AlphaTauri,TSU,"['SOFT', 'MEDIUM']"
2021,13,Alpine,ALO,"['SOFT', 'MEDIUM']"
2021,13,Alpine,OCO,"['SOFT', 'MEDIUM']"
2021,13,Aston Martin,STR,"['SOFT', 'HARD']"
2021,13,Aston Martin,VET,"['SOFT', 'HARD', 'MEDIUM']"
2021,13,Ferrari,LEC,"['SOFT', 'HARD']"
2021,13,Ferrari,SAI,"['SOFT', 'HARD']"
2021,13,Haas F1 Team,MAZ,"['MEDIUM', 'HARD']"
2021,13,Haas F1 Team,MSC,"['SOFT', 'HARD', 'MEDIUM']"
2021,13,McLaren,NOR,"['MEDIUM', 'HARD']"
2021,13,McLaren,RIC,"['SOFT', 'HARD']"
2021,13,Mercedes,BOT,"['SOFT', 'MEDIUM', 'SOFT']"
2021,13,Mercedes,HAM,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']"
2021,13,Red Bull Racing,PER,"['HARD', 'MEDIUM', 'SOFT']"
2021,13,Red Bull Racing,VER,"['SOFT', 'MEDIUM', 'HARD']"
2021,13,Williams,LAT,"['MEDIUM', 'HARD']"
2021,13,Williams,RUS,"['MEDIUM', 'HARD', 'SOFT']"
2021,15,Alfa Romeo Racing,GIO,"['HARD', 'MEDIUM', 'INTERMEDIATE']"
2021,15,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,15,AlphaTauri,GAS,"['HARD', 'MEDIUM', 'INTERMEDIATE']"
2021,15,AlphaTauri,TSU,"['MEDIUM', 'HARD', 'SOFT', 'INTERMEDIATE']"
2021,15,Alpine,ALO,"['HARD', 'MEDIUM', 'INTERMEDIATE']"
2021,15,Alpine,OCO,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,15,Aston Martin,STR,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,15,Aston Martin,VET,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,15,Ferrari,LEC,"['HARD', 'MEDIUM', 'INTERMEDIATE']"
2021,15,Ferrari,SAI,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,15,Haas F1 Team,MAZ,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,15,Haas F1 Team,MSC,"['MEDIUM', 'HARD']"
2021,15,McLaren,NOR,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,15,McLaren,RIC,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,15,Mercedes,BOT,"['HARD', 'MEDIUM', 'INTERMEDIATE']"
2021,15,Mercedes,HAM,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,15,Red Bull Racing,PER,"['HARD', 'MEDIUM', 'INTERMEDIATE']"
2021,15,Red Bull Racing,VER,"['HARD', 'MEDIUM', 'INTERMEDIATE']"
2021,15,Williams,LAT,"['MEDIUM', 'HARD']"
2021,15,Williams,RUS,"['MEDIUM', 'HARD', 'INTERMEDIATE']"
2021,16,Alfa Romeo Racing,GIO,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Alfa Romeo Racing,RAI,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,AlphaTauri,GAS,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,AlphaTauri,TSU,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Alpine,ALO,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Alpine,OCO,['INTERMEDIATE']
2021,16,Aston Martin,STR,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Aston Martin,VET,"['INTERMEDIATE', 'MEDIUM', 'INTERMEDIATE']"
2021,16,Ferrari,LEC,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Ferrari,SAI,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Haas F1 Team,MAZ,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Haas F1 Team,MSC,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,McLaren,NOR,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,McLaren,RIC,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Mercedes,BOT,"['INTERMEDIATE', 'INTERMEDIATE', 'UNKNOWN']"
2021,16,Mercedes,HAM,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Red Bull Racing,PER,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Red Bull Racing,VER,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,16,Williams,LAT,"['INTERMEDIATE', 'INTERMEDIATE']"
